location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
HTI,True,True,Grande'Anse,Beaumont,HT08,Grande'Anse,HT0833,Beaumont,2,SCI,Save the Children International,International NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Beaumont,HT08,Grande'Anse,HT0833,Beaumont,2,SCI,Save the Children International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Beaumont,HT08,Grande'Anse,HT0833,Beaumont,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Beaumont,HT08,Grande'Anse,HT0833,Beaumont,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,CRS,Catholic Relief Services,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,HHF,Haitian Health Foundation,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,RAFEDET,Rassemblement des Femmes pour le Développement de Terre-Neuve,Civil Society,PRO-GBV,Gender Based Violence,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Bonbon,HT08,Grande'Anse,HT0813,Bonbon,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,CRS,Catholic Relief Services,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,FAO,Food and Agriculture Organization,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,MFPEJA,Mouvement des Femmes Progressistes pour l’Encadrement des Jeunes et Adultes ,National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Chambellan,HT08,Grande'Anse,HT0815,Chambellan,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,C3D,Culture en Trois Dimensions,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,CRS,Catholic Relief Services,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,CRS,Catholic Relief Services,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,CRS,Catholic Relief Services,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,FAO,Food and Agriculture Organization,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,FNGA,Fondation Nouvelle Grand'Anse,National NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,MCI,Mercy Corps International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,SCI,Save the Children International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Corail,HT08,Grande'Anse,HT0831,Corail,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,FAO,Food and Agriculture Organization,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,HEI,Health Equity International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,MFPEJA,Mouvement des Femmes Progressistes pour l’Encadrement des Jeunes et Adultes ,National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,OVDDHMO,Organisation des Visionnaires Dévoués pour un Développement de Haute Modernisation,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Dame Marie,HT08,Grande'Anse,HT0822,Dame Marie,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,C3D,Culture en Trois Dimensions,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,CRS,Catholic Relief Services,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,CRS,Catholic Relief Services,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,FNGA,Fondation Nouvelle Grand'Anse,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,HEI,Health Equity International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,HHF,Haitian Health Foundation,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,LWOB Canada,Lawyers without Borders Canada,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,MSPP,Ministère de la Santé publique et de la Population,Government,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,UNICEF,United Nations Children's Fund,United Nations,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Jeremie,HT08,Grande'Anse,HT0811,Jeremie,2,WFP,World Food Programme,United Nations,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Les Irois,HT08,Grande'Anse,HT0823,Les Irois,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Les Irois,HT08,Grande'Anse,HT0823,Les Irois,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Les Irois,HT08,Grande'Anse,HT0823,Les Irois,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Les Irois,HT08,Grande'Anse,HT0823,Les Irois,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Les Irois,HT08,Grande'Anse,HT0823,Les Irois,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,HHF,Haitian Health Foundation,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Moron,HT08,Grande'Anse,HT0814,Moron,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,C3D,Culture en Trois Dimensions,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,CRS,Catholic Relief Services,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,FAO,Food and Agriculture Organization,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,FNGA,Fondation Nouvelle Grand'Anse,National NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,MCI,Mercy Corps International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,SCI,Save the Children International,International NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,SCI,Save the Children International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Pestel,HT08,Grande'Anse,HT0834,Pestel,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,CECI,Centre d'Etude et de Cooperation Internationale,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,CRS,Catholic Relief Services,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,FNGA,Fondation Nouvelle Grand'Anse,National NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,HEKS-EPER,Entraide Protestante Suisse,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,MAST,Ministère des Affaires Sociales et du Travail,Government,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,SCI,Save the Children International,International NGO,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Grande'Anse,Roseaux,HT08,Grande'Anse,HT0832,Roseaux,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Nippes,Anse-a-Veau,HT10,Nippes,HT1021,Anse-a-Veau,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Anse-a-Veau,HT10,Nippes,HT1021,Anse-a-Veau,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-02-28
HTI,True,True,Nippes,Anse-a-Veau,HT10,Nippes,HT1021,Anse-a-Veau,2,MCI,Mercy Corps International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Anse-a-Veau,HT10,Nippes,HT1021,Anse-a-Veau,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,Anse-a-Veau,HT10,Nippes,HT1021,Anse-a-Veau,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Arnaud,HT10,Nippes,HT1024,Arnaud,2,CARITAS Haiti,Caritas Haiti,National NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Arnaud,HT10,Nippes,HT1024,Arnaud,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Arnaud,HT10,Nippes,HT1024,Arnaud,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Baraderes,HT10,Nippes,HT1031,Baraderes,2,AHAAMES ,"Association Haitienne d’Assistance Agricole, Medicale, Educative et Sociale",National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Nippes,Baraderes,HT10,Nippes,HT1031,Baraderes,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Baraderes,HT10,Nippes,HT1031,Baraderes,2,MI,Malteser International,International NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Nippes,Baraderes,HT10,Nippes,HT1031,Baraderes,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,Baraderes,HT10,Nippes,HT1031,Baraderes,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,MCI,Mercy Corps International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,SIKSE,Société d'Information en Communication Sociale et Économique,National NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,WBW,Water By Women,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Nippes,Fonds des Negres,HT10,Nippes,HT1013,Fonds des Negres,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Grand-Boucan,HT10,Nippes,HT1032,Grand-Boucan,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Grand-Boucan,HT10,Nippes,HT1032,Grand-Boucan,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,MCI,Mercy Corps International,International NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,L'Asile,HT10,Nippes,HT1023,L'Asile,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,LWOB Canada,Lawyers without Borders Canada,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,MSPP,Ministère de la Santé publique et de la Population,Government,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,PAHO/WHO,Pan American Health Organization/World Health Organization,United Nations,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,HEA,Health,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,PROJECT HOPE,Health Opportunities for People Everywhere,International NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,UNICEF,United Nations Children's Fund,United Nations,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,WBW,Water By Women,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Miragoane,HT10,Nippes,HT1011,Miragoane,2,WFP,World Food Programme,United Nations,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Paillant,HT10,Nippes,HT1014,Paillant,2,CARITAS Haiti,Caritas Haiti,National NGO,NUT,Nutrition,2025-01-01,2025-02-28
HTI,True,True,Nippes,Paillant,HT10,Nippes,HT1014,Paillant,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Paillant,HT10,Nippes,HT1014,Paillant,2,WFP,World Food Programme,United Nations,EDU,Education,2025-01-01,2025-02-28
HTI,True,True,Nippes,Petit Trou de Nippes,HT10,Nippes,HT1022,Petit Trou de Nippes,2,AHAAMES ,"Association Haitienne d’Assistance Agricole, Medicale, Educative et Sociale",National NGO,FSC,Food Security,2025-01-01,2025-02-28
HTI,True,True,Nippes,Petit Trou de Nippes,HT10,Nippes,HT1022,Petit Trou de Nippes,2,FZT,Fondation Zanmi Timoun ,National NGO,PRO,Protection,2025-01-01,2025-02-28
HTI,True,True,Nippes,Petit Trou de Nippes,HT10,Nippes,HT1022,Petit Trou de Nippes,2,MI,Malteser International,International NGO,FSC,Food Security,2025-01-01,2025-02-28
